Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,John Franklin III (15905443),John Franklin III,15905443,WR/FLEX,3000,MIN@TB 12/13/2020 01:00PM ET,TB,0
WR,Dan Chisena (15905445),Dan Chisena,15905445,WR/FLEX,3000,MIN@TB 12/13/2020 01:00PM ET,MIN,0
WR,Tajae Sharpe (15905447),Tajae Sharpe,15905447,WR/FLEX,3000,MIN@TB 12/13/2020 01:00PM ET,MIN,0
WR,K.J. Osborn (15905449),K.J. Osborn,15905449,WR/FLEX,3000,MIN@TB 12/13/2020 01:00PM ET,MIN,0
TE,Cameron Brate (15905551),Cameron Brate,15905551,TE/FLEX,3000,MIN@TB 12/13/2020 01:00PM ET,TB,5.01
WR,Andy Isabella (15905419),Andy Isabella,15905419,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,ARI,4.98
WR,KeeSean Johnson (15905421),KeeSean Johnson,15905421,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,ARI,3.58
WR,Trent Sherfield (15905423),Trent Sherfield,15905423,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,ARI,0.27
WR,Austin Mack (15905425),Austin Mack,15905425,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,NYG,4.73
WR,C.J. Board (15905427),C.J. Board,15905427,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,NYG,2.09
WR,Dante Pettis (15905429),Dante Pettis,15905429,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,NYG,-0.25
WR,David Sills (15905431),David Sills,15905431,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,NYG,0
WR,Cody Core (15905433),Cody Core,15905433,WR/FLEX,3000,ARI@NYG 12/13/2020 01:00PM ET,NYG,0
WR,Malcolm Perry (15905305),Malcolm Perry,15905305,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,MIA,2.66
WR,Mack Hollins (15905409),Mack Hollins,15905409,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,MIA,2.39
WR,Antonio Callaway (15905411),Antonio Callaway,15905411,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,MIA,1.33
WR,Lynn Bowden Jr. (15905413),Lynn Bowden Jr.,15905413,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,MIA,2.2
WR,Marcus Kemp (15905415),Marcus Kemp,15905415,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,KC,0.52
WR,Byron Pringle (15905417),Byron Pringle,15905417,WR/FLEX,3000,KC@MIA 12/13/2020 01:00PM ET,KC,3.69
WR,Noah Brown (15905393),Noah Brown,15905393,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,DAL,2.51
WR,Malik Turner (15905395),Malik Turner,15905395,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,DAL,0
WR,A.J. Green (15905397),A.J. Green,15905397,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,6.39
WR,Mike Thomas (15905399),Mike Thomas,15905399,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,3.48
WR,Alex Erickson (15905401),Alex Erickson,15905401,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,0.58
WR,Stanley Morgan (15905403),Stanley Morgan,15905403,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,0
WR,Auden Tate (15905405),Auden Tate,15905405,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,3.62
WR,John Ross III (15905407),John Ross III,15905407,WR/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,1.85
TE,Drew Sample (15905549),Drew Sample,15905549,TE/FLEX,3000,DAL@CIN 12/13/2020 01:00PM ET,CIN,5.18
WR,Freddie Swain (15905379),Freddie Swain,15905379,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,SEA,3.27
WR,Penny Hart (15905381),Penny Hart,15905381,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
WR,Josh Gordon (15905383),Josh Gordon,15905383,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
WR,Phillip Dorsett II (15905385),Phillip Dorsett II,15905385,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
WR,Braxton Berrios (15905387),Braxton Berrios,15905387,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,5.41
WR,Jeff Smith (15905389),Jeff Smith,15905389,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,4.47
WR,Vyncint Smith (15905391),Vyncint Smith,15905391,WR/FLEX,3000,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,0.77
DST,Seahawks  (15905738),Seahawks ,15905738,DST,3000,NYJ@SEA 12/13/2020 04:05PM ET,SEA,5.83
WR,Bryan Edwards (15905363),Bryan Edwards,15905363,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,LV,3.01
WR,Zay Jones (15905365),Zay Jones,15905365,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,LV,3.6
WR,Tyrell Williams (15905367),Tyrell Williams,15905367,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,LV,0
WR,Marcus Johnson (15905369),Marcus Johnson,15905369,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,IND,6.07
WR,DeMichael Harris (15905371),DeMichael Harris,15905371,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,IND,3.75
WR,Ashton Dulin (15905373),Ashton Dulin,15905373,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,IND,1.08
WR,Dezmon Patmon (15905375),Dezmon Patmon,15905375,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,IND,0
WR,Parris Campbell (15905377),Parris Campbell,15905377,WR/FLEX,3000,IND@LV 12/13/2020 04:05PM ET,IND,7.35
WR,Isaiah Wright (15905343),Isaiah Wright,15905343,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,5.24
WR,Robert Foster (15905345),Robert Foster,15905345,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,0
WR,Jeff Badet (15905347),Jeff Badet,15905347,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,0
WR,Antonio Gandy-Golden (15905349),Antonio Gandy-Golden,15905349,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,0.88
WR,Kelvin Harmon (15905351),Kelvin Harmon,15905351,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,0
WR,Emanuel Hall (15905353),Emanuel Hall,15905353,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,WAS,0
WR,Trent Taylor (15905355),Trent Taylor,15905355,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,SF,1.69
WR,River Cracraft (15905357),River Cracraft,15905357,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,SF,1.65
WR,Jalen Hurd (15905359),Jalen Hurd,15905359,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,SF,0
WR,Chris Thompson (15905361),Chris Thompson,15905361,WR/FLEX,3000,WAS@SF 12/13/2020 04:25PM ET,SF,0
WR,Alshon Jeffery (15905323),Alshon Jeffery,15905323,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,PHI,0.88
WR,JJ Arcega-Whiteside (15905325),JJ Arcega-Whiteside,15905325,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,PHI,2.9
WR,John Hightower (15905327),John Hightower,15905327,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,PHI,3.19
WR,Quez Watkins (15905329),Quez Watkins,15905329,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,PHI,0
WR,DeSean Jackson (15905331),DeSean Jackson,15905331,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,PHI,7.42
WR,Deonte Harris (15905333),Deonte Harris,15905333,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,NO,5.41
WR,Juwan Johnson (15905335),Juwan Johnson,15905335,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,NO,1.5
WR,Tommylee Lewis (15905337),Tommylee Lewis,15905337,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,NO,1.55
WR,Marquez Callaway (15905339),Marquez Callaway,15905339,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,NO,4.09
WR,Bennie Fowler III (15905341),Bennie Fowler III,15905341,WR/FLEX,3000,NO@PHI 12/13/2020 04:25PM ET,NO,1.55
WR,Olamide Zaccheaus (15905307),Olamide Zaccheaus,15905307,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,ATL,5.64
WR,Tyron Johnson (15905311),Tyron Johnson,15905311,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,LAC,5.11
WR,K.J. Hill (15905313),K.J. Hill,15905313,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,LAC,0.56
WR,Joe Reed (15905315),Joe Reed,15905315,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,LAC,0.99
WR,Christian Blake (15905317),Christian Blake,15905317,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,ATL,3.28
WR,Brandon Powell (15905319),Brandon Powell,15905319,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,ATL,2.17
WR,Laquon Treadwell (15905321),Laquon Treadwell,15905321,WR/FLEX,3000,ATL@LAC 12/13/2020 04:25PM ET,ATL,0
TE,Jordan Akins (15905557),Jordan Akins,15905557,TE/FLEX,2900,HOU@CHI 12/13/2020 01:00PM ET,HOU,6.54
TE,Cole Kmet (15905561),Cole Kmet,15905561,TE/FLEX,2900,HOU@CHI 12/13/2020 01:00PM ET,CHI,3.46
DST,Panthers  (15905741),Panthers ,15905741,DST,2900,DEN@CAR 12/13/2020 01:00PM ET,CAR,5.83
TE,Kyle Rudolph (15905559),Kyle Rudolph,15905559,TE/FLEX,2900,MIN@TB 12/13/2020 01:00PM ET,MIN,5.53
DST,Buccaneers  (15905740),Buccaneers ,15905740,DST,2900,MIN@TB 12/13/2020 01:00PM ET,TB,7.5
TE,Will Dissly (15905555),Will Dissly,15905555,TE/FLEX,2900,NYJ@SEA 12/13/2020 04:05PM ET,SEA,3.92
DST,Dolphins  (15905743),Dolphins ,15905743,DST,2800,KC@MIA 12/13/2020 01:00PM ET,MIA,9.67
DST,WAS Football Team  (15905742),WAS Football Team ,15905742,DST,2800,WAS@SF 12/13/2020 04:25PM ET,WAS,6.83
TE,Jace Sternberger (15905563),Jace Sternberger,15905563,TE/FLEX,2700,GB@DET 12/13/2020 04:25PM ET,GB,3.27
DST,Cardinals  (15905744),Cardinals ,15905744,DST,2700,ARI@NYG 12/13/2020 01:00PM ET,ARI,5.58
DST,49ers  (15905745),49ers ,15905745,DST,2700,WAS@SF 12/13/2020 04:25PM ET,SF,5.92
TE,Richard Rodgers (15905565),Richard Rodgers,15905565,TE/FLEX,2700,NO@PHI 12/13/2020 04:25PM ET,PHI,8.81
DST,Texans  (15905747),Texans ,15905747,DST,2600,HOU@CHI 12/13/2020 01:00PM ET,HOU,4.08
DST,Giants  (15905746),Giants ,15905746,DST,2600,ARI@NYG 12/13/2020 01:00PM ET,NYG,7.42
TE,Blake Bell (15905569),Blake Bell,15905569,TE/FLEX,2600,DAL@CIN 12/13/2020 01:00PM ET,DAL,2.14
TE,Jeremy Sprinkle (15905567),Jeremy Sprinkle,15905567,TE/FLEX,2600,WAS@SF 12/13/2020 04:25PM ET,WAS,0.32
DST,Chargers  (15905748),Chargers ,15905748,DST,2600,ATL@LAC 12/13/2020 04:25PM ET,LAC,4.25
TE,Marcedes Lewis (15905721),Marcedes Lewis,15905721,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,GB,3.91
TE,Dominique Dafney (15905723),Dominique Dafney,15905723,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,GB,0
TE,Josiah Deguara (15905725),Josiah Deguara,15905725,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,GB,1.1
TE,John Lovett (15905727),John Lovett,15905727,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,GB,0.15
TE,Jesse James (15905729),Jesse James,15905729,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,DET,3.56
TE,Hunter Bryant (15905731),Hunter Bryant,15905731,TE/FLEX,2500,GB@DET 12/13/2020 04:25PM ET,DET,0
TE,James O'Shaughnessy (15905707),James O'Shaughnessy,15905707,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,JAX,3.94
TE,Eric Saubert (15905709),Eric Saubert,15905709,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,JAX,0.43
TE,Tyler Davis (15905711),Tyler Davis,15905711,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,JAX,0
TE,Ben Ellefson (15905713),Ben Ellefson,15905713,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,JAX,1.33
TE,Josh Oliver (15905715),Josh Oliver,15905715,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,JAX,0
TE,Geoff Swaim (15905717),Geoff Swaim,15905717,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,TEN,1.82
TE,MyCole Pruitt (15905719),MyCole Pruitt,15905719,TE/FLEX,2500,TEN@JAX 12/13/2020 01:00PM ET,TEN,6.48
TE,Demetrius Harris (15905693),Demetrius Harris,15905693,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,CHI,1.15
TE,J.P. Holtz (15905695),J.P. Holtz,15905695,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,CHI,0
TE,Darion Clark (15905697),Darion Clark,15905697,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,CHI,0
TE,Patrick Scales (15905699),Patrick Scales,15905699,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,CHI,0
TE,Pharaoh Brown (15905701),Pharaoh Brown,15905701,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,HOU,2.93
TE,Darren Fells (15905703),Darren Fells,15905703,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,HOU,6.45
TE,Kahale Warring (15905705),Kahale Warring,15905705,TE/FLEX,2500,HOU@CHI 12/13/2020 01:00PM ET,HOU,0
TE,Ian Thomas (15905675),Ian Thomas,15905675,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,CAR,2.87
TE,Chris Manhertz (15905677),Chris Manhertz,15905677,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,CAR,1.6
TE,Colin Thompson (15905679),Colin Thompson,15905679,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,CAR,3.85
TE,Nick Vannett (15905681),Nick Vannett,15905681,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,1.94
TE,Troy Fumagalli (15905683),Troy Fumagalli,15905683,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,0.8
TE,Albert Okwuegbunam (15905685),Albert Okwuegbunam,15905685,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,7.28
TE,Jake Butt (15905687),Jake Butt,15905687,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,0.62
TE,Austin Fort (15905689),Austin Fort,15905689,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,0
TE,Andrew Beck (15905691),Andrew Beck,15905691,TE/FLEX,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,0
DST,Broncos  (15905749),Broncos ,15905749,DST,2500,DEN@CAR 12/13/2020 01:00PM ET,DEN,4.67
TE,Tanner Hudson (15905663),Tanner Hudson,15905663,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,TB,1.37
TE,Antony Auclair (15905665),Antony Auclair,15905665,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,TB,0
TE,O.J. Howard (15905667),O.J. Howard,15905667,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,TB,9.4
TE,Tyler Conklin (15905669),Tyler Conklin,15905669,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,MIN,1.32
TE,Brandon Dillon (15905671),Brandon Dillon,15905671,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,MIN,1.6
TE,Andrew DePaola (15905673),Andrew DePaola,15905673,TE/FLEX,2500,MIN@TB 12/13/2020 01:00PM ET,MIN,0
TE,Maxx Williams (15905653),Maxx Williams,15905653,TE/FLEX,2500,ARI@NYG 12/13/2020 01:00PM ET,ARI,3.82
TE,Seth DeValve (15905655),Seth DeValve,15905655,TE/FLEX,2500,ARI@NYG 12/13/2020 01:00PM ET,ARI,0
TE,Darrell Daniels (15905657),Darrell Daniels,15905657,TE/FLEX,2500,ARI@NYG 12/13/2020 01:00PM ET,ARI,2.9
TE,Kaden Smith (15905659),Kaden Smith,15905659,TE/FLEX,2500,ARI@NYG 12/13/2020 01:00PM ET,NYG,2.18
TE,Levine Toilolo (15905661),Levine Toilolo,15905661,TE/FLEX,2500,ARI@NYG 12/13/2020 01:00PM ET,NYG,1.04
TE,Durham Smythe (15905641),Durham Smythe,15905641,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,MIA,4.22
TE,Adam Shaheen (15905643),Adam Shaheen,15905643,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,MIA,3.71
TE,Nick Keizer (15905645),Nick Keizer,15905645,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,KC,1.13
TE,Deon Yelder (15905647),Deon Yelder,15905647,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,KC,1.4
TE,Ricky Seals-Jones (15905649),Ricky Seals-Jones,15905649,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,KC,0
TE,James Winchester (15905651),James Winchester,15905651,TE/FLEX,2500,KC@MIA 12/13/2020 01:00PM ET,KC,0
TE,Sean McKeon (15905629),Sean McKeon,15905629,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,DAL,0
TE,Blake Jarwin (15905631),Blake Jarwin,15905631,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,DAL,2.2
TE,Cethan Carter (15905633),Cethan Carter,15905633,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,CIN,0.72
TE,Mason Schreck (15905635),Mason Schreck,15905635,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,CIN,0
TE,C.J. Uzomah (15905637),C.J. Uzomah,15905637,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,CIN,11.35
TE,Clark Harris (15905639),Clark Harris,15905639,TE/FLEX,2500,DAL@CIN 12/13/2020 01:00PM ET,CIN,0
TE,Colby Parkinson (15905613),Colby Parkinson,15905613,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
TE,Greg Olsen (15905615),Greg Olsen,15905615,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,SEA,5.14
TE,Tyler Ott (15905617),Tyler Ott,15905617,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,SEA,0
TE,Chris Herndon (15905619),Chris Herndon,15905619,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,3.7
TE,Ryan Griffin (15905621),Ryan Griffin,15905621,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,1.96
TE,Daniel Brown (15905623),Daniel Brown,15905623,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,0
TE,Ross Travis (15905625),Ross Travis,15905625,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,0
TE,Trevon Wesco (15905627),Trevon Wesco,15905627,TE/FLEX,2500,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,0.75
TE,Mo Alie-Cox (15905571),Mo Alie-Cox,15905571,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,IND,6.92
TE,Jason Witten (15905601),Jason Witten,15905601,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,LV,3.19
TE,Foster Moreau (15905603),Foster Moreau,15905603,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,LV,4.1
TE,Derek Carrier (15905605),Derek Carrier,15905605,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,LV,0.4
TE,Nick O'Leary (15905607),Nick O'Leary,15905607,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,LV,0
TE,Jack Doyle (15905609),Jack Doyle,15905609,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,IND,4.51
TE,Noah Togiai (15905611),Noah Togiai,15905611,TE/FLEX,2500,IND@LV 12/13/2020 04:05PM ET,IND,0
DST,Raiders  (15905750),Raiders ,15905750,DST,2500,IND@LV 12/13/2020 04:05PM ET,LV,3.25
TE,Temarrick Hemingway (15905593),Temarrick Hemingway,15905593,TE/FLEX,2500,WAS@SF 12/13/2020 04:25PM ET,WAS,0.67
TE,Thaddeus Moss (15905595),Thaddeus Moss,15905595,TE/FLEX,2500,WAS@SF 12/13/2020 04:25PM ET,WAS,0
TE,Ross Dwelley (15905597),Ross Dwelley,15905597,TE/FLEX,2500,WAS@SF 12/13/2020 04:25PM ET,SF,3.66
TE,Charlie Woerner (15905599),Charlie Woerner,15905599,TE/FLEX,2500,WAS@SF 12/13/2020 04:25PM ET,SF,1.77
TE,Joshua Perkins (15905583),Joshua Perkins,15905583,TE/FLEX,2500,NO@PHI 12/13/2020 04:25PM ET,PHI,0
TE,Adam Trautman (15905585),Adam Trautman,15905585,TE/FLEX,2500,NO@PHI 12/13/2020 04:25PM ET,NO,3.99
TE,Josh Hill (15905587),Josh Hill,15905587,TE/FLEX,2500,NO@PHI 12/13/2020 04:25PM ET,NO,2.19
TE,Garrett Griffin (15905589),Garrett Griffin,15905589,TE/FLEX,2500,NO@PHI 12/13/2020 04:25PM ET,NO,0
TE,Zach Wood (15905591),Zach Wood,15905591,TE/FLEX,2500,NO@PHI 12/13/2020 04:25PM ET,NO,0
TE,Donald Parham Jr. (15905573),Donald Parham Jr.,15905573,TE/FLEX,2500,ATL@LAC 12/13/2020 04:25PM ET,LAC,3.06
TE,Stephen Anderson (15905575),Stephen Anderson,15905575,TE/FLEX,2500,ATL@LAC 12/13/2020 04:25PM ET,LAC,0.32
TE,Virgil Green (15905577),Virgil Green,15905577,TE/FLEX,2500,ATL@LAC 12/13/2020 04:25PM ET,LAC,2.33
TE,Luke Stocker (15905579),Luke Stocker,15905579,TE/FLEX,2500,ATL@LAC 12/13/2020 04:25PM ET,ATL,0.56
TE,Jaeden Graham (15905581),Jaeden Graham,15905581,TE/FLEX,2500,ATL@LAC 12/13/2020 04:25PM ET,ATL,0.63
DST,Cowboys  (15905751),Cowboys ,15905751,DST,2400,DAL@CIN 12/13/2020 01:00PM ET,DAL,2.54
DST,Falcons  (15905752),Falcons ,15905752,DST,2400,ATL@LAC 12/13/2020 04:25PM ET,ATL,5.17
DST,Vikings  (15905753),Vikings ,15905753,DST,2300,MIN@TB 12/13/2020 01:00PM ET,MIN,4.83
DST,Bengals  (15905754),Bengals ,15905754,DST,2300,DAL@CIN 12/13/2020 01:00PM ET,CIN,2.92
DST,Jaguars  (15905756),Jaguars ,15905756,DST,2200,TEN@JAX 12/13/2020 01:00PM ET,JAX,4.42
DST,Eagles  (15905755),Eagles ,15905755,DST,2200,NO@PHI 12/13/2020 04:25PM ET,PHI,6.67
DST,Jets  (15905757),Jets ,15905757,DST,2100,NYJ@SEA 12/13/2020 04:05PM ET,NYJ,4.08
DST,Lions  (15905758),Lions ,15905758,DST,2000,GB@DET 12/13/2020 04:25PM ET,DET,2.83
